X,Y
112.50889475841349,34.597064292018004
112.50900513014325,34.597134553125485
112.50900513014325,34.597134553125485
112.51135316395768,34.5970414126498
112.51135316395768,34.5970414126498
112.5112227827041,34.596501481772464
112.5112227827041,34.596501481772464
112.50863391295299,34.59660391790723
112.50863391295299,34.59660391790723
112.5085334907509,34.59726308311421
112.5085334907509,34.59726308311421
112.49797727108455,34.58885951131969
112.49797727108455,34.58885951131969
112.49361151145632,34.589576340303644
112.49361151145632,34.589576340303644
112.48490009084244,34.59134975625192
112.48490009084244,34.59134975625192
112.48459901478832,34.59140883783965
112.48459901478832,34.59140883783965
112.48487965410976,34.59442715465407
112.48487965410976,34.59442715465407
112.48450830220102,34.594715842614875
112.48450830220102,34.594715842614875
112.48912445172492,34.59741692227114
112.48912445172492,34.59741692227114
112.482249826013,34.59899575149224
112.482249826013,34.59899575149224
112.48198900842407,34.59813571636299
112.48198900842407,34.59813571636299
112.46844300094529,34.599086074458924
112.46844300094529,34.599086074458924
112.46830252945344,34.5992455462989
112.46830252945344,34.5992455462989
112.46826240388165,34.5992054671508
112.46826240388165,34.5992054671508
112.46057843914136,34.59822528022265
112.46057843914136,34.59822528022265
112.46029734741352,34.60068248555966
112.46029734741352,34.60068248555966
112.45365803612617,34.60038595853401
112.45365803612617,34.60038595853401
112.45237300878655,34.615599978227024
112.45237300878655,34.615599978227024
112.44808150378026,34.615310516088606
